title,topic,prob
"Bias adjustment of satellite rainfall data through Gaussian process regression (GPR) based on rain intensity classification in the Greater Bay Area, China",topic  47,0.54
Big Data Analysis Framework for Water Quality Indicators with Assimilation of IoT and ML,topic  10,0.185
Big Data Analysis Framework for Water Quality Indicators with Assimilation of IoT and ML,topic  15,0.302
Big Data Analysis Framework for Water Quality Indicators with Assimilation of IoT and ML,topic  18,0.105
Big Data Analysis Framework for Water Quality Indicators with Assimilation of IoT and ML,topic  23,0.065
Big Data Analysis Framework for Water Quality Indicators with Assimilation of IoT and ML,topic  36,0.178
Big Data Analysis Framework for Water Quality Indicators with Assimilation of IoT and ML,topic  46,0.149
Big Data and Social Indicators: Actual Trends and New Perspectives,topic  14,0.347
Big Data and Social Indicators: Actual Trends and New Perspectives,topic  35,0.19
Big Data and Social Indicators: Actual Trends and New Perspectives,topic  43,0.456
Big Data for Space Situation Awareness,topic  14,0.195
Big Data for Space Situation Awareness,topic  20,0.237
Big Data for Space Situation Awareness,topic  21,0.089
Big Data for Space Situation Awareness,topic  22,0.47
Big Earth Data science: an information framework for a sustainable planet,topic  20,0.328
Big Earth Data science: an information framework for a sustainable planet,topic  22,0.651
"BigDataCube: A Scalable, Federated Service Platform for Copernicus",topic  18,0.603
"BigDataCube: A Scalable, Federated Service Platform for Copernicus",topic  20,0.381
Bio-ORACLE: a global environmental dataset for marine species distribution modelling,topic  14,0.093
Bio-ORACLE: a global environmental dataset for marine species distribution modelling,topic  26,0.246
Bio-ORACLE: a global environmental dataset for marine species distribution modelling,topic  42,0.645
Biodiversity and agriculture in dynamic landscapes: Integrating ground and remotely-sensed baseline surveys,topic  32,0.117
Biodiversity and agriculture in dynamic landscapes: Integrating ground and remotely-sensed baseline surveys,topic  34,0.162
Biodiversity and agriculture in dynamic landscapes: Integrating ground and remotely-sensed baseline surveys,topic  48,0.08
Biodiversity and agriculture in dynamic landscapes: Integrating ground and remotely-sensed baseline surveys,topic  50,0.635
Biophysical and policy drivers of landscape change in a central Vietnamese district,topic  22,0.148
Biophysical and policy drivers of landscape change in a central Vietnamese district,topic  38,0.635
Biophysical and policy drivers of landscape change in a central Vietnamese district,topic  40,0.072
Biophysical and policy drivers of landscape change in a central Vietnamese district,topic  48,0.137
Blockchain for Environmental Governance: Can Smart Contracts Reinforce Payments for Ecosystem Services in Namibia?,topic  21,0.903
Blockchain for Environmental Governance: Can Smart Contracts Reinforce Payments for Ecosystem Services in Namibia?,topic  25,0.091
Both real-time and long-term environmental data perform well in predicting shorebird distributions in managed habitat,topic  14,0.072
Both real-time and long-term environmental data perform well in predicting shorebird distributions in managed habitat,topic  15,0.238
Both real-time and long-term environmental data perform well in predicting shorebird distributions in managed habitat,topic  25,0.118
Both real-time and long-term environmental data perform well in predicting shorebird distributions in managed habitat,topic  26,0.4
Both real-time and long-term environmental data perform well in predicting shorebird distributions in managed habitat,topic  49,0.107
Bridging decision-making process and environmental needs in corridor planning,topic  14,0.278
Bridging decision-making process and environmental needs in corridor planning,topic  21,0.653
"Brief: Offshore North Sea case histories of the environmentally friendly testing vessel, the Crystal Sea",topic  4,0.087
"Brief: Offshore North Sea case histories of the environmentally friendly testing vessel, the Crystal Sea",topic  5,0.132
"Brief: Offshore North Sea case histories of the environmentally friendly testing vessel, the Crystal Sea",topic  9,0.746
"Building Asset Value Mapping in Support of Flood Risk Assessments: A Case Study of Shanghai, China",topic  39,0.872
"Building Asset Value Mapping in Support of Flood Risk Assessments: A Case Study of Shanghai, China",topic  49,0.122
Building Change Detection in Remote Sensing Imagery with Focal Self-Attention and Multi-Level Feature Fusion,topic  28,0.945
Building damage assessment using airborne lidar,topic  28,0.137
Building damage assessment using airborne lidar,topic  37,0.27
Building damage assessment using airborne lidar,topic  39,0.529
Building on qualitative datasets and participatory processes to simulate land use change in a mountain watershed of Northwest Vietnam,topic  10,0.121
Building on qualitative datasets and participatory processes to simulate land use change in a mountain watershed of Northwest Vietnam,topic  21,0.132
Building on qualitative datasets and participatory processes to simulate land use change in a mountain watershed of Northwest Vietnam,topic  30,0.097
Building on qualitative datasets and participatory processes to simulate land use change in a mountain watershed of Northwest Vietnam,topic  33,0.214
Building on qualitative datasets and participatory processes to simulate land use change in a mountain watershed of Northwest Vietnam,topic  38,0.058
Building on qualitative datasets and participatory processes to simulate land use change in a mountain watershed of Northwest Vietnam,topic  48,0.173
Building on qualitative datasets and participatory processes to simulate land use change in a mountain watershed of Northwest Vietnam,topic  49,0.131
"Building probabilistic models of fire occurrence and fire risk zoning using logistic regression in Shanxi Province, China",topic  11,0.114
"Building probabilistic models of fire occurrence and fire risk zoning using logistic regression in Shanxi Province, China",topic  15,0.071
"Building probabilistic models of fire occurrence and fire risk zoning using logistic regression in Shanxi Province, China",topic  19,0.234
"Building probabilistic models of fire occurrence and fire risk zoning using logistic regression in Shanxi Province, China",topic  24,0.056
"Building probabilistic models of fire occurrence and fire risk zoning using logistic regression in Shanxi Province, China",topic  38,0.086
"Building probabilistic models of fire occurrence and fire risk zoning using logistic regression in Shanxi Province, China",topic  44,0.376
Building the vegetation drought response index for Canada (VegDRI-Canada) to monitor agricultural drought: first results,topic  1,0.761
Building the vegetation drought response index for Canada (VegDRI-Canada) to monitor agricultural drought: first results,topic  24,0.162
Building the vegetation drought response index for Canada (VegDRI-Canada) to monitor agricultural drought: first results,topic  41,0.061
Building visual green index: A measure of visual green spaces for urban building,topic  16,0.692
Building visual green index: A measure of visual green spaces for urban building,topic  28,0.176
Building visual green index: A measure of visual green spaces for urban building,topic  32,0.1
Built Environment and Its Influences on Walking among Older Women: Use of Standardized Geographic Units to Define Urban Forms,topic  16,0.292
Built Environment and Its Influences on Walking among Older Women: Use of Standardized Geographic Units to Define Urban Forms,topic  27,0.66
Built environment and agricultural value at risk from Hurricane Irma flooding in Florida (USA),topic  39,0.87
Built environment and agricultural value at risk from Hurricane Irma flooding in Florida (USA),topic  41,0.068
Burning urban cities of South Africa due to civil turmoil 2021: Socio-economic and environmental consequences,topic  23,0.95
CA Apllied to Spatial Simulating Models in (LULUC) Multi-Temporals Images.,topic  19,0.191
CA Apllied to Spatial Simulating Models in (LULUC) Multi-Temporals Images.,topic  48,0.167
CA Apllied to Spatial Simulating Models in (LULUC) Multi-Temporals Images.,topic  49,0.514
CALC-2020: a new baseline land cover map at 10 m resolution for thecircumpolar Arctic,topic  8,0.496
CALC-2020: a new baseline land cover map at 10 m resolution for thecircumpolar Arctic,topic  20,0.078
CALC-2020: a new baseline land cover map at 10 m resolution for thecircumpolar Arctic,topic  47,0.086
CALC-2020: a new baseline land cover map at 10 m resolution for thecircumpolar Arctic,topic  48,0.15
CALC-2020: a new baseline land cover map at 10 m resolution for thecircumpolar Arctic,topic  49,0.158
CALCULATING AND ANALYZING OF ECOSYSTEM SERVICE VALUE WITH BIG DATA BASED ON HIGH RESOLUTION LAND COVER INFORMATION,topic  2,0.35
CALCULATING AND ANALYZING OF ECOSYSTEM SERVICE VALUE WITH BIG DATA BASED ON HIGH RESOLUTION LAND COVER INFORMATION,topic  11,0.321
CALCULATING AND ANALYZING OF ECOSYSTEM SERVICE VALUE WITH BIG DATA BASED ON HIGH RESOLUTION LAND COVER INFORMATION,topic  14,0.137
CALCULATING AND ANALYZING OF ECOSYSTEM SERVICE VALUE WITH BIG DATA BASED ON HIGH RESOLUTION LAND COVER INFORMATION,topic  18,0.077
CALCULATION LAND SURFACE TEMPERATURE DEPENING ON BECKER AND LI-1990 ALGORITHM,topic  10,0.219
CALCULATION LAND SURFACE TEMPERATURE DEPENING ON BECKER AND LI-1990 ALGORITHM,topic  15,0.558
CALCULATION LAND SURFACE TEMPERATURE DEPENING ON BECKER AND LI-1990 ALGORITHM,topic  49,0.184
"CARBON DYNAMIC SHIFTS WITH LAND USE CHANGE IN MARGALLAH HILLS NATIONAL PARK, ISLAMABAD (PAKISTAN) FROM 1990 TO 2017",topic  17,0.08
"CARBON DYNAMIC SHIFTS WITH LAND USE CHANGE IN MARGALLAH HILLS NATIONAL PARK, ISLAMABAD (PAKISTAN) FROM 1990 TO 2017",topic  30,0.287
"CARBON DYNAMIC SHIFTS WITH LAND USE CHANGE IN MARGALLAH HILLS NATIONAL PARK, ISLAMABAD (PAKISTAN) FROM 1990 TO 2017",topic  38,0.283
"CARBON DYNAMIC SHIFTS WITH LAND USE CHANGE IN MARGALLAH HILLS NATIONAL PARK, ISLAMABAD (PAKISTAN) FROM 1990 TO 2017",topic  45,0.073
"CARBON DYNAMIC SHIFTS WITH LAND USE CHANGE IN MARGALLAH HILLS NATIONAL PARK, ISLAMABAD (PAKISTAN) FROM 1990 TO 2017",topic  48,0.27
CEOS and the integrated global observing strategy,topic  20,0.962
CEOS contributions to informing energy management and policy decision making using space-based Earth observations,topic  20,0.872
CEOS contributions to informing energy management and policy decision making using space-based Earth observations,topic  27,0.122
CHANGE DETECTION WITHIN PIPELINE ROWs: ENVIRONMENTAL CHANGE ANALYSIS USING HIGH RESOLUTION SATELLITE IMAGERY,topic  13,0.164
CHANGE DETECTION WITHIN PIPELINE ROWs: ENVIRONMENTAL CHANGE ANALYSIS USING HIGH RESOLUTION SATELLITE IMAGERY,topic  21,0.096
CHANGE DETECTION WITHIN PIPELINE ROWs: ENVIRONMENTAL CHANGE ANALYSIS USING HIGH RESOLUTION SATELLITE IMAGERY,topic  22,0.063
CHANGE DETECTION WITHIN PIPELINE ROWs: ENVIRONMENTAL CHANGE ANALYSIS USING HIGH RESOLUTION SATELLITE IMAGERY,topic  24,0.119
CHANGE DETECTION WITHIN PIPELINE ROWs: ENVIRONMENTAL CHANGE ANALYSIS USING HIGH RESOLUTION SATELLITE IMAGERY,topic  37,0.2
CHANGE DETECTION WITHIN PIPELINE ROWs: ENVIRONMENTAL CHANGE ANALYSIS USING HIGH RESOLUTION SATELLITE IMAGERY,topic  39,0.129
